"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",13,"[0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 16, 18, 19]"
